Header_Length,Protocol Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight,Label
4819224.8,15.9,83.1,106.85918420126475,106.85918420126475,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0,0.0,1.0,1.0,2057.0,54.0,602.8,325.38412698412696,195.53528700863995,430.0,0.0141602993011474,5.5,24.94754173280493,276.52865481013424,44213.27197782816,0.9,38.5,ARP_Spoofing
2056067.8,11.9,44.8,123.6335596440933,123.6335596440933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.7,0.7,11946.8,72.8,1398.0,784.7738716701255,523.2398320836678,421.8,169402750.62591332,13.5,39.64983544174636,739.5604960568995,273723.8148465815,1.0,244.6,ARP_Spoofing
23338.1,6.0,64.0,2.052005863844907,2.052005863844907,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,295.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1185.2,66.0,98.9,76.34893895363322,11.406309650249115,80.4,169402761.49304432,13.5,12.343144519717724,15.88362116028308,127.14642445752534,1.0,244.6,ARP_Spoofing
11912.0,6.0,64.0,0.7902508040297698,0.7902508040297698,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,145.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1054.2,66.0,86.0,68.04263183325102,4.875590717500862,67.0,169402765.59340498,13.5,11.666363295433536,6.907974682303061,24.03927522778607,1.0,244.6,ARP_Spoofing
20235.0,6.0,64.0,1.238478162629029,1.238478162629029,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,255.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,443.4,70.5,111.0,84.42297619047619,15.116836240263378,78.4,0.0997790098190307,5.5,12.975490232987738,21.37843483115358,259.7290780895691,0.9,38.5,ARP_Spoofing
769708.0,17.0,83.1,96.5382865105618,96.5382865105618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5491.4,86.0,502.0,356.003853834504,159.50471669803454,321.2,169402748.58914122,13.5,26.730877676847264,224.64636723950065,25248.038958816447,1.0,244.6,ARP_Spoofing
2198489.6,14.8,64.0,98.3862731422132,98.3862731422132,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,3999.6,67.9,1044.2,578.734880952381,422.5106699642506,775.1,0.0024022817611694,5.5,32.02131887007452,597.5203197107859,235318.5006070012,0.9,38.5,ARP_Spoofing
4739465.0,15.3,57.6,117.8896730764018,117.8896730764018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.9,0.9,1895.6,78.2,446.0,322.35214285714284,163.6418980236664,339.4,0.0148298025131225,5.5,25.05155139642564,231.42459155754395,29876.47030328798,0.9,38.5,ARP_Spoofing
1498761.0,17.0,64.0,108.2437038631532,108.2437038631532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3889.0,118.0,1284.4,650.1828571428572,577.1189248254307,766.0,0.0003959894180297,5.5,35.386414436022235,816.1694105903027,370193.0370612245,0.9,38.5,ARP_Spoofing
34329.4,6.0,64.0,2.0454124048069606,2.0454124048069606,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,427.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,441.6,66.0,101.3,78.31936507936508,14.820827480162343,80.6,8.18014144897461e-05,5.5,12.50816528627175,20.959815228037453,258.2035197782817,0.9,38.5,ARP_Spoofing
1441571.8,9.3,64.0,36.64994922768365,36.64994922768365,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,57.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,763.5,66.0,291.0,114.7211507936508,79.91544366095818,234.5,0.0065492153167724,5.5,14.756667795534682,113.01750426839006,15942.246789666791,0.9,38.5,ARP_Spoofing
891969.0,17.0,64.0,106.4377621126094,106.4377621126094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4537.0,247.6,1414.0,881.8171428571428,577.1189248254307,766.0,0.0013441085815429,5.5,41.789981298677546,816.1694105903027,370193.0370612245,0.9,38.5,ARP_Spoofing
3641371.0,17.0,64.0,123.25625396378852,123.25625396378852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10869.0,86.0,1414.0,699.6049731554995,646.3682435548104,766.0,169402751.4506618,13.5,37.48177492227119,914.4565599742646,418122.0325730173,1.0,244.6,ARP_Spoofing
8063.9,6.0,64.0,0.5854683116851815,0.5854683116851815,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,107.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1061.8,66.0,87.0,68.53796581428549,5.007987624536599,67.4,169402765.5930238,13.5,11.708044517008648,7.098486427333576,25.384398591122213,1.0,244.6,ARP_Spoofing
5052681.0,17.0,64.0,118.43769668560935,118.43769668560935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4537.0,247.6,1414.0,881.8171428571428,577.1189248254307,766.0,0.0010951995849609,5.5,41.789981298677546,816.1694105903027,370193.0370612245,0.9,38.5,ARP_Spoofing
9371.1,6.0,80.8,51.48724854596768,51.48724854596768,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,2.0,0.0,18.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3617.7,170.9,1129.4,599.2311111111111,401.54303383233776,630.4,0.0017414093017578,5.5,34.19781026493639,567.8676043221305,200905.78074955908,0.9,38.5,ARP_Spoofing
4526069.8,17.0,64.0,121.09371392200732,121.09371392200732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9241.8,98.8,1414.0,605.430988914766,454.9796598992769,385.2,169402752.8880108,13.5,34.776541818838425,644.9356410609065,208470.76209145528,1.0,244.6,ARP_Spoofing
5866651.8,15.3,57.6,93.71607647840366,93.71607647840366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.9,0.9,6417.2,67.8,671.6,417.74503544013606,168.74463668430377,369.8,169402758.5104917,13.5,28.94141437042826,238.56014682702343,32339.936606220515,1.0,244.6,ARP_Spoofing
4193389.2,14.2,57.6,106.94894946892934,106.94894946892934,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.9,0.9,3820.6,42.0,1127.6,240.43037214419564,321.4805768063838,411.0,169402754.11675808,13.5,21.78070756750481,455.2010495054336,104812.19937431978,1.0,244.6,ARP_Spoofing
217.9,6.0,64.0,26004.829853223924,26004.829853223924,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1063.2,66.0,87.0,68.63477565047613,4.976954252584824,67.4,169402747.5925985,13.5,11.716350596308342,7.054437018860301,25.060444792574152,1.0,244.6,ARP_Spoofing
4914337.0,17.0,64.0,118.50893744508758,118.50893744508758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4535.0,42.0,543.6,290.7523430499669,181.21549982802875,346.8,169402753.65527192,13.5,24.07024478756655,256.32356652031746,32882.310486106166,1.0,244.6,ARP_Spoofing
3513590.2,17.0,64.0,123.73592391226173,123.73592391226173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6531.2,66.0,1276.4,409.3899605232229,393.4096521604554,650.8,169402751.244716,13.5,28.569669142935943,557.1643969246204,165908.85428863758,1.0,244.6,ARP_Spoofing
485425.8,17.0,64.0,94.64668811119512,94.64668811119512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11435.4,114.8,1414.0,737.9274476606984,646.1722907082715,642.8,169402748.05737048,13.5,38.49727413702429,913.8831312345898,417595.1458344911,1.0,244.6,ARP_Spoofing
21221.6,8.2,83.1,1.6788209068542623,1.6788209068542623,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,244.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,510.2,70.5,134.8,93.00400793650792,25.05151748634006,111.5,0.0885123014450073,5.5,13.618869812189264,35.42819578720886,882.1620483591585,0.9,38.5,ARP_Spoofing
4884655.4,17.0,64.0,119.65949814390088,119.65949814390088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2207.4,196.4,594.8,410.70539682539686,140.26810378777583,409.2,0.0153231143951416,5.5,28.61711225447937,198.36905474502947,27153.224026203075,0.9,38.5,ARP_Spoofing
8319.4,6.0,64.0,0.53588507882291,0.53588507882291,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,98.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1061.0,66.0,86.0,68.27326732778744,4.729978212454592,71.7,169402765.5933322,13.5,11.685570135293167,6.725067210355266,44.40056943990818,1.0,244.6,ARP_Spoofing
4759370.6,17.0,64.0,120.38808599779574,120.38808599779574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9398.6,98.8,1414.0,615.2457128080039,521.4994979068067,414.0,169402753.2756653,13.5,35.07125137935939,739.1321485788936,274222.4884662835,1.0,244.6,ARP_Spoofing
15023.7,6.0,64.0,0.9834854392778534,0.9834854392778534,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,181.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,399.1,66.2,99.5,71.88440476190475,11.805929666343612,71.3,0.0001167058944702,5.5,11.986548524064,16.696105850566006,195.72356391723355,0.9,38.5,ARP_Spoofing
30364.5,6.0,64.0,1.6527854232994217,1.6527854232994217,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,371.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1493.2,66.0,246.0,96.8001759098315,53.83944033685299,81.2,169402769.5940142,13.5,13.914765474751944,76.31440221742768,2928.353250480047,1.0,244.6,ARP_Spoofing
1310004.6,17.0,64.0,110.24983244931646,110.24983244931646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2338.6,161.2,582.0,426.5790476190476,147.20445363074154,425.2,0.0157087087631225,5.5,29.171312383122665,208.1785347663161,26349.90875283447,0.9,38.5,ARP_Spoofing
4008287.7,13.7,80.8,82.3099133702151,82.3099133702151,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.0,0.0,9.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1484.1,80.0,446.0,252.6643253968254,165.44053089616048,264.7,0.0151973962783813,5.5,22.251279343796508,233.96824255955525,30455.755228253336,0.9,38.5,ARP_Spoofing
4942794.0,17.0,64.0,106.0352166125246,106.0352166125246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1705.0,137.2,441.2,301.57269841269846,114.47146844972316,300.4,0.0146962881088256,5.5,24.5074177084142,161.88710318636234,15545.232249937011,0.9,38.5,ARP_Spoofing
6736933.4,17.0,64.0,96.13767467735984,96.13767467735984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11155.4,118.0,1414.0,722.8259891123669,613.8240502183282,598.0,169402758.59365076,13.5,38.042601747723175,869.8614296058358,379299.07120749337,1.0,244.6,ARP_Spoofing
4090792.7,14.8,76.8,95.53133713607822,95.53133713607822,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,5362.3,86.0,870.0,347.9700292973281,215.4267940930024,322.2,169402753.884846,13.5,26.346332912857285,305.066140932904,46553.10194199629,1.0,244.6,ARP_Spoofing
6144.9,8.2,148.0,52.73956384847104,52.73956384847104,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.6,0.0,5.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,5652.1,66.0,1358.6,355.04511675931565,471.2284250658065,647.8,169402758.413111,13.5,26.32984378602045,662.1744721921729,224007.80553512275,1.0,244.6,ARP_Spoofing
1034924.8,8.2,64.0,24.80027112117013,24.80027112117013,0.0,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.0,0.0,0.0,79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2073.4,66.0,486.0,135.22420329455545,139.60824414871064,113.7,169402753.9967778,13.5,16.35205202014559,196.0166926480385,19325.428036431465,1.0,244.6,ARP_Spoofing
5134373.0,17.0,64.0,118.50276654352588,118.50276654352588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2481.0,126.0,678.0,442.2038095238095,189.7005510793468,442.8,0.0174148082733154,5.5,29.66951468648729,268.2770921260623,40432.2347755102,0.9,38.5,ARP_Spoofing
99645.0,17.0,64.0,107.2402032583462,107.2402032583462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,10869.0,86.0,1414.0,699.6049731554995,646.3682435548104,766.0,169402747.2551474,13.5,37.48177492227119,914.4565599742646,418122.0325730173,1.0,244.6,ARP_Spoofing
7675.4,6.0,64.0,1.191404935590726,1.191404935590726,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,96.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2441.0,66.0,918.0,160.31807056806284,225.9829019465996,78.9,169402755.1927685,13.5,17.90870005131547,320.21856090716994,51600.00037955901,1.0,244.6,ARP_Spoofing
4361835.0,17.0,64.0,120.66369496554758,120.66369496554758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3889.0,118.0,1284.4,650.1828571428572,577.1189248254307,766.0,0.0007663965225219,5.5,35.386414436022235,816.1694105903027,370193.0370612245,0.9,38.5,ARP_Spoofing
6155902.2,17.0,64.0,116.95631346645666,116.95631346645666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11288.2,118.0,1414.0,727.9129388396261,635.3330251789631,673.2,169402755.65423316,13.5,38.23350495753464,898.6123584014356,403810.2454279428,1.0,244.6,ARP_Spoofing
11705.7,6.0,62.0,23.90112536909319,23.90112536909319,0.0,0.1,0.0,0.0,0.4,1.0,0.0,0.0,0.4,1.0,0.6,110.8,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2367.0,66.0,924.0,334.1549603174603,374.3524596603028,457.1,0.0039765834808349,5.5,23.985865637905786,529.4143255593272,226684.8701481324,0.9,38.5,ARP_Spoofing
2902088.6,17.0,64.0,123.45289463840572,123.45289463840572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,6714.6,641.2,1398.0,1215.2101587301588,276.42033051578073,1279.6,0.0037039041519165,5.5,49.25456313019138,390.91738033107055,89252.13661879566,0.9,38.5,ARP_Spoofing
2449907.2,13.7,64.0,87.6562533121735,87.6562533121735,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1642.5,81.8,446.0,283.7243650793651,169.03605374032685,265.9,0.0131782054901123,5.5,23.541621533372744,239.05307972959764,31812.18734914336,0.9,38.5,ARP_Spoofing
1400324.4,6.8,25.6,124.28820359412096,124.28820359412096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.4,0.4,3030.0,51.6,810.8,194.06775998640163,214.93100488184376,217.0,169402751.2117995,13.5,19.68721337194939,304.54632316922846,48013.32123129213,1.0,244.6,ARP_Spoofing
2026467.8,17.0,64.0,113.5865641257166,113.5865641257166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18089.8,86.0,1398.0,1160.1725345724108,424.2202934288339,1306.8,169402750.1526181,13.5,48.236819633013695,596.8139359313794,178803.54549371713,1.0,244.6,ARP_Spoofing
3153579.8,17.0,64.0,125.07135219938428,125.07135219938428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15097.8,97.2,1398.0,975.5225728107462,502.0361555952142,892.4,169402750.7752808,13.5,44.1142381083683,710.5002653196747,252644.89622686096,1.0,244.6,ARP_Spoofing
1499016.3,17.0,64.0,99.04467043871206,99.04467043871206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,9347.6,92.4,1414.0,606.4942335803171,465.17314724744654,561.3,169402749.885956,13.5,34.785184476086854,658.9401702203296,217752.0786005121,1.0,244.6,ARP_Spoofing
6423411.4,17.0,64.0,116.50109853284744,116.50109853284744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,7319.4,66.0,1030.0,473.4654657365339,301.6836563167517,428.4,169402756.1339416,13.5,30.70573296117117,426.07317905972496,90936.05926803974,1.0,244.6,ARP_Spoofing
22921.9,6.0,64.0,2.053908414265345,2.053908414265345,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,285.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2133.6,66.0,932.0,139.64272730322654,211.91128081261888,80.6,169402760.9928103,13.5,16.71286673835739,300.3372155783724,45428.77641311278,1.0,244.6,ARP_Spoofing
